Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2024-05-14,Maharashtra,ginger,Ginger,100,115 - 127,120 - 165,1kg,resource/images/vegetables/ginger-64.png
2024-05-14,Maharashtra,oniongreen,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-14,Maharashtra,greenpeas,Green Peas,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-14,Maharashtra,ivygourd,Ivy Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-14,Maharashtra,lemon,Lemon (Lime),70,81 - 89,84 - 116,1kg,resource/images/vegetables/lemon-64.png
2024-05-14,Maharashtra,mangoraw,Mango Raw,24,28 - 30,29 - 40,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-14,Maharashtra,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-14,Maharashtra,mushroom,Mushroom,84,97 - 107,101 - 139,1kg,resource/images/vegetables/mushroom-64.png
2024-05-14,Maharashtra,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-14,Maharashtra,ladiesfinger,Ladies Finger,39,45 - 50,47 - 64,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-14,Maharashtra,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-14,Maharashtra,radish,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2024-05-14,Maharashtra,ridgegourd,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-14,Maharashtra,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
2024-05-14,Maharashtra,snakegourd,Snake Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-14,Maharashtra,sorrelleaves,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-14,Maharashtra,spinach,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-14,Maharashtra,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-15,Maharashtra,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-15,Maharashtra,onionsmall,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-15,Maharashtra,tomato,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
2024-05-15,Maharashtra,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-05-15,Maharashtra,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-05-15,Maharashtra,potato,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2024-05-15,Maharashtra,plantain,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-05-15,Maharashtra,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-15,Maharashtra,amla,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
2024-05-15,Maharashtra,ashgourd,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-15,Maharashtra,babycorn,Baby Corn,64,74 - 81,77 - 106,1kg,resource/images/vegetables/babycorn-64.png
2024-05-15,Maharashtra,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-15,Maharashtra,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-05-15,Maharashtra,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-15,Maharashtra,bottlegourd,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-15,Maharashtra,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-15,Maharashtra,broadbeans,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-15,Maharashtra,cabbage,Cabbage,34,39 - 43,41 - 56,1kg,resource/images/vegetables/cabbage-64.png
2024-05-15,Maharashtra,carrot,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2024-05-15,Maharashtra,cauliflower,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-15,Maharashtra,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-15,Maharashtra,coconut,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2024-05-15,Maharashtra,colocasialeaves,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-15,Maharashtra,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-15,Maharashtra,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-15,Maharashtra,corn,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
2024-05-15,Maharashtra,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-15,Maharashtra,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-15,Maharashtra,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-15,Maharashtra,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-15,Maharashtra,brinjal,Brinjal,35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjal-64.png
2024-05-15,Maharashtra,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-15,Maharashtra,elephantyam,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-15,Maharashtra,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-15,Maharashtra,frenchbeans,French Beans,171,197 - 217,205 - 282,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-15,Maharashtra,garlic,Garlic,253,291 - 321,304 - 417,1kg,resource/images/vegetables/garlic-64.png
2024-05-15,Maharashtra,ginger,Ginger,118,136 - 150,142 - 195,1kg,resource/images/vegetables/ginger-64.png
2024-05-15,Maharashtra,oniongreen,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-15,Maharashtra,greenpeas,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-15,Maharashtra,ivygourd,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-15,Maharashtra,lemon,Lemon (Lime),87,100 - 110,104 - 144,1kg,resource/images/vegetables/lemon-64.png
2024-05-15,Maharashtra,mangoraw,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-15,Maharashtra,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-15,Maharashtra,mushroom,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
2024-05-15,Maharashtra,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-15,Maharashtra,ladiesfinger,Ladies Finger,40,46 - 51,48 - 66,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-15,Maharashtra,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-15,Maharashtra,radish,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
2024-05-15,Maharashtra,ridgegourd,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-15,Maharashtra,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-05-15,Maharashtra,snakegourd,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-15,Maharashtra,sorrelleaves,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-15,Maharashtra,spinach,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
2024-05-15,Maharashtra,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-16,Maharashtra,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-16,Maharashtra,onionsmall,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-16,Maharashtra,tomato,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
2024-05-16,Maharashtra,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,resource/images/vegetables/greenchili-64.png
2024-05-16,Maharashtra,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-05-16,Maharashtra,potato,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2024-05-16,Maharashtra,plantain,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-05-16,Maharashtra,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-16,Maharashtra,amla,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
2024-05-16,Maharashtra,ashgourd,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-16,Maharashtra,babycorn,Baby Corn,64,74 - 81,77 - 106,1kg,resource/images/vegetables/babycorn-64.png
2024-05-16,Maharashtra,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-16,Maharashtra,capsicum,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
2024-05-16,Maharashtra,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-16,Maharashtra,bottlegourd,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-16,Maharashtra,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-16,Maharashtra,broadbeans,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-16,Maharashtra,cabbage,Cabbage,34,39 - 43,41 - 56,1kg,resource/images/vegetables/cabbage-64.png
2024-05-16,Maharashtra,carrot,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2024-05-16,Maharashtra,cauliflower,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-16,Maharashtra,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-16,Maharashtra,coconut,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2024-05-16,Maharashtra,colocasialeaves,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-16,Maharashtra,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-16,Maharashtra,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-16,Maharashtra,corn,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
2024-05-16,Maharashtra,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-16,Maharashtra,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-16,Maharashtra,dillleaves,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-16,Maharashtra,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-16,Maharashtra,brinjal,Brinjal,35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjal-64.png
2024-05-16,Maharashtra,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-16,Maharashtra,elephantyam,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-16,Maharashtra,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-16,Maharashtra,frenchbeans,French Beans,171,197 - 217,205 - 282,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-16,Maharashtra,garlic,Garlic,253,291 - 321,304 - 417,1kg,resource/images/vegetables/garlic-64.png
2024-05-16,Maharashtra,ginger,Ginger,118,136 - 150,142 - 195,1kg,resource/images/vegetables/ginger-64.png
2024-05-16,Maharashtra,oniongreen,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-16,Maharashtra,greenpeas,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-16,Maharashtra,ivygourd,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-16,Maharashtra,lemon,Lemon (Lime),87,100 - 110,104 - 144,1kg,resource/images/vegetables/lemon-64.png
2024-05-16,Maharashtra,mangoraw,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-16,Maharashtra,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-16,Maharashtra,mushroom,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
2024-05-16,Maharashtra,mustardleaves,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-16,Maharashtra,ladiesfinger,Ladies Finger,40,46 - 51,48 - 66,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-16,Maharashtra,pumpkin,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-16,Maharashtra,radish,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
2024-05-16,Maharashtra,ridgegourd,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-16,Maharashtra,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-05-16,Maharashtra,snakegourd,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-16,Maharashtra,sorrelleaves,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-16,Maharashtra,spinach,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
2024-05-16,Maharashtra,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-17,Maharashtra,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-17,Maharashtra,onionsmall,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-17,Maharashtra,tomato,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
2024-05-17,Maharashtra,greenchili,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-17,Maharashtra,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-05-17,Maharashtra,potato,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2024-05-17,Maharashtra,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-17,Maharashtra,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-17,Maharashtra,amla,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
2024-05-17,Maharashtra,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-17,Maharashtra,babycorn,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
2024-05-17,Maharashtra,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-17,Maharashtra,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-05-17,Maharashtra,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-17,Maharashtra,bottlegourd,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-17,Maharashtra,butterbeans,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-17,Maharashtra,broadbeans,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-17,Maharashtra,cabbage,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-05-17,Maharashtra,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-17,Maharashtra,cauliflower,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-17,Maharashtra,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-17,Maharashtra,coconut,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2024-05-17,Maharashtra,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-17,Maharashtra,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-17,Maharashtra,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-17,Maharashtra,corn,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2024-05-17,Maharashtra,cucumber,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2024-05-17,Maharashtra,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-17,Maharashtra,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-17,Maharashtra,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-17,Maharashtra,brinjal,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
2024-05-17,Maharashtra,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-17,Maharashtra,elephantyam,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-17,Maharashtra,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-17,Maharashtra,frenchbeans,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-17,Maharashtra,garlic,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
2024-05-17,Maharashtra,ginger,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
2024-05-17,Maharashtra,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-17,Maharashtra,greenpeas,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-17,Maharashtra,ivygourd,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-17,Maharashtra,lemon,Lemon (Lime),99,114 - 126,119 - 163,1kg,resource/images/vegetables/lemon-64.png
2024-05-17,Maharashtra,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-17,Maharashtra,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-17,Maharashtra,mushroom,Mushroom,81,93 - 103,97 - 134,1kg,resource/images/vegetables/mushroom-64.png
2024-05-17,Maharashtra,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-17,Maharashtra,ladiesfinger,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-17,Maharashtra,pumpkin,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-17,Maharashtra,radish,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
2024-05-17,Maharashtra,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-17,Maharashtra,shallot,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
2024-05-17,Maharashtra,snakegourd,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-17,Maharashtra,sorrelleaves,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-17,Maharashtra,spinach,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
2024-05-17,Maharashtra,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-18,Maharashtra,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-18,Maharashtra,onionsmall,Onion Small,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-18,Maharashtra,tomato,Tomato,20,23 - 25,24 - 33,1kg,resource/images/vegetables/tomato-64.png
2024-05-18,Maharashtra,greenchili,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-18,Maharashtra,beetroot,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
2024-05-18,Maharashtra,potato,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2024-05-18,Maharashtra,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-18,Maharashtra,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-18,Maharashtra,amla,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
2024-05-18,Maharashtra,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-18,Maharashtra,babycorn,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
2024-05-18,Maharashtra,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-18,Maharashtra,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-05-18,Maharashtra,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-18,Maharashtra,bottlegourd,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-18,Maharashtra,butterbeans,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-18,Maharashtra,broadbeans,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-18,Maharashtra,cabbage,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2024-05-18,Maharashtra,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-18,Maharashtra,cauliflower,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-18,Maharashtra,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-18,Maharashtra,coconut,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2024-05-18,Maharashtra,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-18,Maharashtra,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-18,Maharashtra,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-18,Maharashtra,corn,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2024-05-18,Maharashtra,cucumber,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2024-05-18,Maharashtra,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-18,Maharashtra,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-18,Maharashtra,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-18,Maharashtra,brinjal,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
2024-05-18,Maharashtra,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-18,Maharashtra,elephantyam,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-18,Maharashtra,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-18,Maharashtra,frenchbeans,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-18,Maharashtra,garlic,Garlic,269,309 - 342,323 - 444,1kg,resource/images/vegetables/garlic-64.png
